Lambda,FairnessMeasure,Statistic,MACE,MRMC,MAP,MRR
0.7000000000000001,hellinger,mean,0.0018082718386730138,0.44327432957266055,0.12167857142857141,0.1254722222222222
0.7000000000000001,hellinger,stdev,0.0001830274771933222,0.004077444139389269,0.009369383133030944,0.010875380524173481
0.7000000000000001,pearson,mean,0.002686294426340839,0.09392805905990284,0.1185267857142857,0.125156746031746
0.7000000000000001,pearson,stdev,0.0001695285714607178,0.0009861733959856823,0.008177485549972253,0.009960766620769597
0.8,kullback-leibler,mean,0.0018409411806676683,0.12248675216141987,0.13312301587301587,0.13745734126984127
0.8,kullback-leibler,stdev,0.00015420194404370375,0.000815895553895811,0.011858158678510778,0.012922682660316133
0.8,hellinger,mean,0.0016986457828955706,0.4260544163366514,0.12926686507936508,0.1368065476190476
0.8,hellinger,stdev,0.00017751311498926723,0.0024403166850758156,0.008638399536407822,0.009825613561433353
0.8,pearson,mean,0.0026999341533301066,0.09386500785410205,0.12154761904761904,0.12704464285714284
0.8,pearson,stdev,0.0001773445208360389,0.0009815881035130833,0.007397577555865353,0.009512371629722596
0.9,kullback-leibler,mean,0.001924786439722468,0.12082871155522376,0.13092526455026454,0.13815972222222223
0.9,kullback-leibler,stdev,0.00013455217007797752,0.0006051363883063273,0.010748382195471275,0.013881324382051655
0.9,hellinger,mean,0.001749984584684256,0.4168204431647581,0.1409583333333333,0.14848214285714284
0.9,hellinger,stdev,0.00018656028022183885,0.0013062508841652411,0.008283395464201362,0.008422023817703949
0.9,pearson,mean,0.002689615175705297,0.09379327715661935,0.12140873015873015,0.12887698412698412
0.9,pearson,stdev,0.00017352389863121114,0.0009889276121130498,0.006524485837392421,0.009192863300963085
1.0,kullback-leibler,mean,0.0019836699192643656,0.12047407065046338,0.1396063161375661,0.14847718253968253
1.0,kullback-leibler,stdev,0.00012940426427592215,0.00040744486991548836,0.009818737252730348,0.013625038879963063
1.0,hellinger,mean,0.0017607425064479522,0.4146311932887006,0.14744593253968255,0.15674900793650792
1.0,hellinger,stdev,0.00016664978386184644,0.0018455583885348672,0.00922539867154026,0.011477797171258144
1.0,pearson,mean,0.0026853125862701262,0.09373732558410522,0.12334325396825396,0.13237698412698412
1.0,pearson,stdev,0.00017831528079319332,0.0009954632103858743,0.006550144189005487,0.009718245486694782
